Route_start|Route_end|Reference_time|Interval(days)|Area_size|Max_samples|Duration(s)|Number_of_records
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|1000|1.63214898109|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|1000|2.19190192223|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|1000|1.37651586533|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|1000|2.31114697456|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|1000|2.21864295006|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|1000|1.16061306|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|1000|0.95129108429|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|1000|1.15303111076|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|1000|1.00009012222|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|1000|1.18423008919|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|1000|1.25688505173|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|1000|3.65147805214|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|1000|2.01730895042|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|1000|3.37370896339|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|1000|2.20239591599|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|1000|3.34106206894|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|1000|3.30044603348|1000
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|1000|2.17042589188|427
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|1000|1.53868103027|645
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|1000|2.2783229351|541
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|1000|1.24009895325|487
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|1000|2.30702805519|569
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|1000|2.09360694885|444
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.64378213882|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.32930612564|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|3.45753192902|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.31726694107|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|3.80216097832|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.5935189724|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.55699491501|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.53036904335|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|4.27516198158|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.44009208679|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|4.15289306641|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.79069399834|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.46719694138|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.42174887657|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|3.81660580635|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.32513618469|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|3.58746099472|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.64648485184|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.73761487007|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.45271897316|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|3.64469218254|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.3890080452|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|3.66462492943|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.66119384766|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.73028492928|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.35314416885|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|3.73985505104|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.22168517113|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|3.62265396118|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.58310484886|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|3.68002581596|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.39542412758|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|3.83858513832|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.48298192024|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|3.86998200417|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|3.59814500809|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|7.15791702271|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|5.37755489349|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|7.1848988533|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|5.39890408516|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|7.46928310394|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|7.48394298553|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|6.53935098648|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|5.36905479431|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|6.93887400627|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|5.46361708641|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|6.89656114578|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|7.22129893303|4961
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|4.49875688553|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|3.79285383224|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|4.57974886894|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|3.96828985214|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|4.449187994|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|4.39850497246|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|4.88209986687|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|4.19589996338|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|4.91872477531|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|4.05185699463|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|4.75083184242|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|4.90973210335|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|5.81501817703|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|4.88107800484|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|5.89700007439|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|4.55742001534|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|5.9085290432|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|5.86129808426|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|5.16495299339|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|4.48709201813|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|5.39551591873|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|4.7005739212|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|5.35711288452|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|5.49590015411|5000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|7.26561903954|2226
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|4.90739679337|2575
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|7.06685614586|2227
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|4.11580491066|2099
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|7.39365100861|2461
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|6.85246801376|2328
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|5000|2.09927392006|427
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|5000|1.4928650856|645
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|5000|2.17750096321|541
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|5000|1.17834687233|487
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|5000|2.28765916824|569
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|5000|2.0350279808|444
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.52808904648|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|1.41975903511|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.47099113464|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.11927390099|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.43897390366|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.16400289536|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.58134007454|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|1.419039011|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.5075609684|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.07010102272|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.57650399208|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.17837905884|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.10434389114|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|0.933871984482|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.09726405144|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|0.909373044968|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.13798809052|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|0.92180109024|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.07345604897|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|0.926852941513|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.09043693542|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|0.911377191544|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.06372308731|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|0.884695053101|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.09865403175|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|0.978904008865|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.13425397873|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|0.91317486763|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.18743109703|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|0.969222068787|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|0.969302892685|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|0.88232088089|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|1.02773618698|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|0.809500932693|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.01217794418|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|0.846482038498|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|2.92308211327|423
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|3.07346391678|642
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|3.26408600807|608
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|2.27230620384|698
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|3.05659890175|657
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|2.32627797127|712
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|2.75667309761|540
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|2.81423187256|760
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|2.89429712296|680
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.90075922012|595
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|2.68873906136|636
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|2.04397010803|652
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|2.18616199493|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|2.01871800423|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|2.11191391945|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.54481387138|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|2.17873287201|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.63450193405|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|2.20276093483|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|1.86655497551|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|2.06891894341|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.5201830864|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|2.05572009087|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.58029079437|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|1.9003200531|620
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|1.94318509102|723
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|2.03266406059|700
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.41735291481|728
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|1.87366008759|639
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.40756392479|668
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|3.57731795311|563
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|3.52676296234|608
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|3.65041899681|617
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|2.49006009102|613
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|3.46334600449|578
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|2.63717103004|640
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|2.81525802612|81
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|2.90230703354|97
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|2.81731510162|80
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|1.82119107246|63
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|2.72169995308|97
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|1.97050404549|95
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|1000|0.972466945648|21
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|1000|0.979214191437|30
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|1000|0.973893880844|25
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|1000|0.605754852295|32
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|1000|0.933341026306|30
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|1000|0.659674882889|23
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|6.26589393616|4619
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|6.04878997803|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|6.86778092384|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|5.23272800446|4922
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|6.88959598541|4734
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|5.56986021996|4727
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|6.34767198563|4525
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|6.11652493477|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|6.71246695518|4720
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|5.3495080471|4939
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|6.61760902405|4597
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|5.43765091896|4595
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|4.69531297684|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|4.28428697586|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|4.90642309189|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|3.99735403061|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|4.87495112419|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|4.13753795624|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|5.23513889313|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|4.46367788315|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|5.3257021904|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|4.2684648037|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|5.56428384781|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|4.54032707214|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|5.81773781776|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|5.07015419006|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|5.87892198563|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|4.69070291519|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|5.85223889351|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|4.95267009735|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|4.82884407043|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|4.27445983887|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|5.05599999428|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|4.09640097618|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|5.08487296104|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|4.28084301949|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|2.90254187584|423
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|3.05956196785|642
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|3.16235494614|608
