Route_start|Route_end|Reference_time|Interval(days)|Area_size|Max_samples|Duration(s)|Number_of_records
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|2.23512005806|698
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|3.14970684052|657
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|2.31441092491|712
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|2.65204715729|540
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|2.7805390358|760
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|2.9279999733|680
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|2.01050591469|595
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|2.71273207664|636
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|2.06256508827|652
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|5.12712097168|2576
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|5.25879311562|2956
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|5.32803893089|2696
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|4.0033800602|2844
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|5.4078810215|2830
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|4.23496603966|2953
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|4.91830396652|2147
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|4.88394212723|2585
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|5.24264097214|2335
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|3.68658995628|2288
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|5.17947888374|2433
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|3.97177290916|2367
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|1.89732003212|620
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|1.96968507767|723
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|2.00494503975|700
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|1.38116788864|728
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|1.92149400711|639
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|1.41482710838|668
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|3.67020893097|563
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|3.6487429142|608
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|3.94197201729|617
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|2.60336518288|613
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|3.62544798851|578
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|2.74881100655|640
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|2.78751993179|81
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|2.9178378582|97
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|2.82412695885|80
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|1.7972881794|63
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|2.74096798897|97
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|2.01749897003|95
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|5000|0.985988855362|21
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|5000|1.01974797249|30
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|5000|0.983389139175|25
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|5000|0.634025096893|32
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|5000|0.906407117844|30
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|5000|0.67141699791|23
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.707000017166|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.598857164383|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.715740203857|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.655337095261|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.75954413414|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.666272878647|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.787710905075|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.745301961899|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.792104959488|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.71525812149|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.799011945724|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.726579904556|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.746890068054|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.634001016617|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.798753023148|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.654840946198|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.722299098969|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.763813018799|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.805783033371|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.696517944336|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.782348155975|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.674010038376|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.825127124786|1000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.675549983978|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.680094957352|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.625800132751|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.669440984726|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.641122102737|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.761051893234|1000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.663088083267|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.78116106987|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.726312875748|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.840375185013|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.717914104462|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.814018011093|1000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.729425191879|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|1.34295296669|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|1.20896410942|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|1.30428910255|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|1.02006292343|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|1.29562401772|1000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|1.26611208916|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|2.41085314751|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|2.1732840538|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|2.38115000725|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|1.70861697197|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|2.54212093353|1000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|2.43482398987|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|0.941426992416|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.792671918869|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|1.00631809235|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.816416025162|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|0.885102033615|1000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.7927339077|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|1.01768898964|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|0.845216035843|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|0.920122146606|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.831012964249|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|1.08720898628|1000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.853768825531|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|1.96694397926|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|1.52919507027|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|1.52517104149|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|1.25976109505|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|1.81213092804|1000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|1.32021594048|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|1.11222505569|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|1.05755090714|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|1.20893287659|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|0.934153795242|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|1.13277888298|1000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|0.936632871628|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|2.55307388306|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|2.25711202621|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|2.54427194595|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|1.91908192635|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|2.53377509117|1000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|1.93832302094|1000
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|1000|3.32777404785|789
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|1000|3.14750289917|958
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|1000|3.3993730545|944
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|1000|2.22178387642|936
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|1000|3.28924894333|991
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|1000|2.46022796631|906
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.65949320793|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.45634388924|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.6086628437|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.40556097031|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.81077599525|5000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.15410590172|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.5824649334|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.47163295746|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.97267484665|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.50311589241|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.95318078995|5000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.62094116211|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.84636116028|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.43153190613|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.85037994385|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.5637140274|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.77485108376|5000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.28810191154|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|4.09323406219|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.39939904213|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.99125099182|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.27517199516|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|4.19722390175|5000
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.29246687889|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.3751449585|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.19036197662|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.44389390945|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.10124492645|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.4527220726|5000
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.2756421566|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.75972890854|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.29052996635|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.8494989872|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.22517991066|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.56228995323|5000
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.26270389557|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|6.88327717781|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|5.75221395493|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|8.35863304138|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|5.29262900352|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|6.53009700775|5000
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|5.16694402695|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|7.01227998734|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|6.07170701027|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|6.66897797585|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|5.2136220932|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|6.86314892769|5000
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|5.50364303589|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|4.17372202873|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.81890082359|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|4.53168606758|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|3.57722687721|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|4.34982299805|5000
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|3.87416100502|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|4.7937438488|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|4.06408786774|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|4.87746882439|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|4.12077093124|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|4.62690401077|5000
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|4.23942494392|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|6.79462599754|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|5.91287493706|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|6.98593997955|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|5.36700081825|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|6.50311088562|5000
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|5.49457812309|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|5.11227798462|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|4.66953396797|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|4.94630718231|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|4.34860610962|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|5.39399790764|5000
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|4.25542783737|5000
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|11.6206960678|4301
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|11.9806818962|4847
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|11.8800621033|4595
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|8.23177218437|4381
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|12.1258690357|4651
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|8.82450914383|4544
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.8|5000|3.51017093658|789
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.8|5000|3.44531011581|1115
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.8|5000|3.77345180511|1022
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.8|5000|2.38199615479|1001
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.8|5000|3.54721784592|1092
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.8|5000|2.60538721085|934
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|90|0.3|1000|1.50489401817|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|90|0.3|1000|1.26905608177|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|90|0.3|1000|1.17452406883|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|90|0.3|1000|0.942147016525|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|90|0.3|1000|1.20742988586|1000
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|90|0.3|1000|1.02975511551|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|90|0.3|1000|1.58911895752|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|90|0.3|1000|1.26630496979|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|90|0.3|1000|1.3820810318|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|90|0.3|1000|0.998273134232|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|90|0.3|1000|1.39011287689|1000
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|90|0.3|1000|1.01066207886|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|90|0.3|1000|1.08382606506|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|90|0.3|1000|0.968792915344|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|90|0.3|1000|1.07444691658|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|90|0.3|1000|0.789946079254|1000
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|90|0.3|1000|0.95195889473|1000
