40.7025,-74.01421
40.71031,-74.01489
40.70693,-74.00614
40.71695,-74.01249
40.71461,-74.00648
40.71018,-73.99841
40.72514,-74.01009
40.72267,-74.00305
40.7189,-73.99841
40.71643,-73.99069
40.71265,-73.98039
40.73308,-74.00768
40.73022,-74.00167
40.72762,-73.99464
40.7254,-73.98777
40.7215,-73.97799
40.74257,-74.00768
40.74062,-74.00167
40.73789,-73.99601
40.73542,-73.98846
40.73295,-73.98314
40.72983,-73.97455
40.75311,-74.00631
40.75129,-74.0015
40.7483,-73.99258
40.74583,-73.98485
40.74231,-73.97696
40.76208,-74.00099
40.75935,-73.99343
40.75766,-73.9876
40.75428,-73.9797
40.75181,-73.97284
40.74921,-73.967
40.77092,-73.99326
40.76884,-73.98554
40.76598,-73.97799
40.76299,-73.97249
40.76013,-73.96425
40.75857,-73.9591
40.7808,-73.98657
40.77963,-73.97884
40.77443,-73.96408
40.77118,-73.95636
40.76858,-73.94897
40.77079,-73.87413
40.79185,-73.97936
40.78912,-73.96872
40.78509,-73.95739
40.78067,-73.94503
40.80173,-73.97232
40.79822,-73.96288
40.79354,-73.94709
40.79068,-73.93679
40.81108,-73.96494
40.80757,-73.95533
40.8051,-73.94657
40.80056,-73.93438
40.8216,-73.95807
40.81888,-73.95052
40.81654,-73.94194
40.81485,-73.93353
40.83148,-73.94966
40.82901,-73.94348
40.82667,-73.93576
40.84109,-73.94537
40.83927,-73.93816
40.85173,-73.94142
40.8494,-73.93198
40.8603,-73.93044
40.86783,-73.91876
40.74101,-73.95498
40.75025,-73.94794
40.76065,-73.93747
40.77144,-73.9258
40.77144,-73.9258
40.78132,-73.91121
40.73945,-73.9452
40.74713,-73.93713
40.75831,-73.92649
40.76949,-73.91722
40.77768,-73.90417
40.73646,-73.9361
40.74492,-73.92803
40.75454,-73.91705
40.76598,-73.9076
40.77378,-73.89164
40.66541,-73.79225
40.73126,-73.95962
40.72957,-73.94743
40.72697,-73.93782
40.72202,-73.96151
40.71851,-73.94932
40.71578,-73.93679
40.71031,-73.96683
40.70797,-73.9543
40.70368,-73.94245
40.7626,-73.95069
40.6973,-73.92992
40.71239,-73.92168
40.72488,-73.92031
40.73503,-73.91516
40.75038,-73.904
40.76208,-73.88786
40.6947,-73.91687
40.71278,-73.9052
40.72371,-73.90022
40.73425,-73.89421
40.7496,-73.88803
40.75844,-73.87396
40.70055,-73.97764
40.69951,-73.98777
40.69066,-73.99721
40.68936,-73.98159
40.69535,-73.96271
40.69131,-73.94485
40.68233,-73.96236
40.67374,-74.00854
40.67439,-73.99361
40.67179,-73.96923
40.6766,-73.94846
40.65942,-73.98554
40.68363,-73.927
40.68389,-73.90314
40.74205,-73.87568
40.72801,-73.88048
40.71305,-73.88083
40.69977,-73.89833
40.69365,-73.88134
